distortion,level,level_numeric,snr_db_mean,name,ods_threshold,ods_f_score,snr_db
jpeg,3,3.0,14.437534838522705,P1960,146,0.298922044329684,12.494472471060412
jpeg,3,3.0,14.437534838522705,P2002,175,0.2393579760627953,14.424606798748435
jpeg,3,3.0,14.437534838522705,P2045,20,0.171395940199404,13.153590935202292
jpeg,3,3.0,14.437534838522705,P2210,108,0.1036995634413306,17.620211272002603
jpeg,3,3.0,14.437534838522705,P2257,27,0.1155728590213377,12.708355565484656
jpeg,3,3.0,14.437534838522705,P2278,131,0.1206602938801233,15.718446459341957
jpeg,3,3.0,14.437534838522705,P2332,49,0.0344378462115458,16.060658861486566
jpeg,3,3.0,14.437534838522705,P2352,20,0.0044414063561378,14.761401762237089
jpeg,3,3.0,14.437534838522705,P2456,131,0.0253052102178095,11.882895850381365
jpeg,3,3.0,14.437534838522705,P2528,20,0.0220124902275897,14.288779035568524
jpeg,3,3.0,14.437534838522705,P2591,94,0.0966915044303047,12.975312662317304
jpeg,3,3.0,14.437534838522705,P2613,123,0.2106137901077858,12.760416150328847
